Customer ID,Customer Name,Region,Sales Rep,Product,Lead Source,Deal Size (USD),Deal Date
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,"Hernandez, Martinez and Weber",Europe,Cristian Santos,BI Booster,Email Campaign,16484.92,2024-07-30
ecab3301-bc8f-4d29-adea-94930658663a,"Kelley, Nguyen and Vang",Europe,Daniel Wagner,Analytics Pro,Webinar,16252.46,2025-05-27
696608aa-ee49-4329-884a-7b28550a1b46,"Phillips, Wagner and Jordan",North America,Cristian Santos,RevOps Tracker,Referral,16732.24,2024-08-26
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,"Wilson, Pena and Rich",Asia,Connie Lawrence,RevOps Tracker,Email Campaign,11599.88,2025-01-26
28c13091-444d-410b-bf87-e362cf8d446a,"Le, Lewis and Hayes",North America,Connie Lawrence,RevOps Tracker,Cold Call,16161.27,2024-09-06
61ee411a-1bac-47a7-b386-f7a4c991603f,Gutierrez Group,Europe,Noah Rhodes,Analytics Pro,Referral,16465.36,2024-11-04
787f2425-dbcc-4477-89e9-db0adf465290,Perry-Davis,Europe,Angie Henderson,BI Booster,Webinar,11428.24,2024-09-10
eb1fa9f2-d10b-41d0-b317-347038f16a81,Edwards-Scott,North America,Angie Henderson,Analytics Pro,Email Campaign,24328.87,2024-09-09
d20eac17-4e20-4d1a-9983-36e375d66ed4,Mcdaniel Group,North America,Daniel Wagner,BI Booster,Referral,17369.16,2024-11-11
39118497-3a43-42ba-9f0f-06cbcb9bc326,Davis Inc,North America,Abigail Shaffer,BI Booster,Webinar,9043.48,2025-07-07
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Reynolds Ltd,Europe,Angie Henderson,Analytics Pro,Email Campaign,18282.77,2025-04-10
11c58ef0-dd46-4c09-8752-87aa5408f9ac,"Watson, Anderson and Brown",North America,Daniel Wagner,DataViz Suite,Inbound Website,10126.59,2024-10-04
59e4b671-4774-4c58-85f8-bc16f7860b50,"Hoffman, Santiago and Jenkins",North America,Noah Rhodes,RevOps Tracker,Cold Call,18935.42,2024-11-20
adf4e62d-6651-429e-8268-690ba43825b5,"Pugh, Henderson and Moon",Asia,Abigail Shaffer,BI Booster,Webinar,20792.98,2025-07-09
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Schmitt PLC,North America,Abigail Shaffer,BI Booster,Webinar,10896.59,2025-01-26
e08596db-1d87-4966-8710-d430f071d879,Bell-Lane,Europe,Connie Lawrence,Analytics Pro,Inbound Website,19816.88,2025-06-21
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Moore Group,Asia,Gina Moore,DataViz Suite,Inbound Website,17063.9,2024-10-27
09cb3942-43f5-4a85-bbc9-f87af668a617,Boone LLC,Africa,Abigail Shaffer,RevOps Tracker,Referral,19110.3,2025-06-02
587ef344-6f3f-420c-98b8-e4cc1bc044fc,"Richardson, Farmer and Andrews",Europe,Allison Hill,DataViz Suite,Cold Call,24483.96,2024-08-08
6fb78271-504d-481f-8953-5b63ba81edd9,Bruce-Villegas,Europe,Daniel Wagner,RevOps Tracker,Cold Call,13773.06,2024-10-14
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,"Austin, Day and Johnson",Africa,Abigail Shaffer,BI Booster,Webinar,11231.32,2024-09-23
30a900ad-939b-462d-a645-f129629c2ae3,"Gallegos, Adams and White",Europe,Abigail Shaffer,BI Booster,Inbound Website,10552.43,2025-03-12
6fa17735-b572-43d0-8b5c-ea6a41357e8c,"Farmer, Dorsey and Bell",Africa,Allison Hill,Analytics Pro,Cold Call,10920.95,2025-02-07
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Kane PLC,Africa,Abigail Shaffer,Analytics Pro,Email Campaign,14614.49,2024-10-23
f0b5156b-b82c-4074-afd5-dea589d7fd6c,"Morales, Thomas and Schultz",Europe,Gina Moore,DataViz Suite,Cold Call,16705.76,2024-08-26
3270e4fa-abae-4f43-bcae-8081bdf070aa,Davis PLC,North America,Allison Hill,DataViz Suite,Webinar,16383.45,2025-03-08
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Bennett Group,North America,Connie Lawrence,RevOps Tracker,Cold Call,19135.92,2024-11-03
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Moore-Collins,Africa,Cristian Santos,Analytics Pro,Referral,15065.01,2025-03-04
1fe771d6-d917-4793-a9d3-c2e6505cc686,Frank-Bradley,Asia,Abigail Shaffer,BI Booster,Inbound Website,22267.67,2025-02-01
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Ware and Sons,Africa,Abigail Shaffer,Analytics Pro,Webinar,13676.72,2024-08-14
5380b904-688c-4015-aab9-7e494f2d4796,Webster Inc,Africa,Daniel Wagner,DataViz Suite,Webinar,28600.85,2025-01-20
8dedf9fb-4bb0-4f20-b27c-40266703b636,"Miller, Ramos and Coleman",Africa,Gina Moore,Analytics Pro,Inbound Website,18128.34,2025-03-14
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,"Ramos, Nelson and Fischer",North America,Daniel Wagner,BI Booster,Inbound Website,10714.21,2024-09-12
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Reed Inc,North America,Cristian Santos,Analytics Pro,Inbound Website,9645.54,2025-02-23
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Gregory-Watkins,North America,Abigail Shaffer,DataViz Suite,Webinar,17412.36,2025-07-09
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,"Estrada, Williams and Foster",Africa,Gina Moore,BI Booster,Inbound Website,13882.69,2025-02-19
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,"Brown, Harris and Dougherty",Asia,Allison Hill,RevOps Tracker,Inbound Website,18570.0,2024-09-06
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Duran LLC,North America,Abigail Shaffer,RevOps Tracker,Webinar,17366.19,2024-09-13
7118e364-7709-4749-927e-ecfaa79ac9aa,Wilson-Jimenez,Europe,Connie Lawrence,BI Booster,Webinar,14635.86,2025-03-21
82dc4c8e-36b5-429a-acf5-e81e71316269,Thompson-James,Europe,Abigail Shaffer,BI Booster,Referral,10766.03,2025-03-08
f5b78cc7-e6b3-4944-8b32-3e357922bac2,"Hall, Hansen and Barnett",Europe,Angie Henderson,BI Booster,Cold Call,7425.76,2025-04-14
a8aa7158-2b70-4525-bc67-f831cbc84759,Jones-Hensley,Africa,Gina Moore,DataViz Suite,Email Campaign,12767.43,2025-06-24
a9f25336-83f4-49a9-88a6-39d015b52908,Graham Group,Europe,Angie Henderson,BI Booster,Webinar,19281.99,2025-03-01
17e8392a-55ce-45db-9e87-e04ca2086977,Atkins PLC,Africa,Allison Hill,DataViz Suite,Email Campaign,16070.47,2024-11-17
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Berry-Mckinney,Europe,Abigail Shaffer,BI Booster,Referral,8771.31,2025-06-01
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Roberts-Sullivan,Asia,Allison Hill,DataViz Suite,Cold Call,15865.9,2025-07-02
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Jackson-Meza,Africa,Noah Rhodes,DataViz Suite,Cold Call,16926.59,2025-02-12
9c7c7377-79a2-4903-bbe3-3b243eae0032,Collier-Gillespie,Europe,Abigail Shaffer,Analytics Pro,Cold Call,10580.71,2024-07-24
74962764-12a4-4ef0-84bb-b7a9d98868dd,Kim Inc,North America,Angie Henderson,RevOps Tracker,Referral,15768.63,2025-05-25
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Graham Group,Africa,Gina Moore,BI Booster,Inbound Website,15291.04,2025-06-09
624c69b6-b244-45a7-b7e5-848131c681ec,"Miller, Harrell and Reese",North America,Angie Henderson,RevOps Tracker,Cold Call,9285.15,2024-07-20
25c73c44-3e75-43b4-a64f-a6637e8f8095,Cook and Sons,North America,Allison Hill,RevOps Tracker,Cold Call,16788.94,2024-08-09
e4855aa1-016b-4287-b008-05cca7f36ae9,Dixon Inc,North America,Cristian Santos,Analytics Pro,Referral,17803.92,2024-07-26
e2add909-c521-4f2d-9c45-d539c03f3538,"Hicks, Bullock and Bailey",North America,Abigail Shaffer,RevOps Tracker,Inbound Website,20415.26,2025-03-15
3805f907-6cd6-4193-8746-8f591b494e15,"Mullen, Brewer and Hernandez",Europe,Connie Lawrence,RevOps Tracker,Cold Call,20269.01,2025-05-04
b227462c-f53d-4330-8dda-24ba2d06e8cf,Thomas and Sons,Europe,Daniel Wagner,BI Booster,Cold Call,8111.65,2025-02-17
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Morrison Ltd,Africa,Gina Moore,DataViz Suite,Inbound Website,10310.87,2024-10-19
1f115b76-d92c-4227-aadf-50853fcb7546,Thompson Ltd,Africa,Connie Lawrence,BI Booster,Webinar,17575.18,2025-03-18
76f2dbfe-cd29-436f-a222-82e174daaebf,Marshall-Elliott,Africa,Connie Lawrence,BI Booster,Webinar,17568.93,2024-09-28
8f15ba58-fce6-4504-87f8-424daae65fc1,"Cole, Glass and Cunningham",Europe,Abigail Shaffer,RevOps Tracker,Cold Call,17575.24,2025-05-02
c1581092-f335-4ba3-913a-7052986f9025,"Downs, Morris and Maddox",Africa,Cristian Santos,RevOps Tracker,Email Campaign,34263.66,2025-02-16
d0a44432-9cd6-4852-b14c-7df4e4347d51,Hernandez-Jones,North America,Abigail Shaffer,BI Booster,Inbound Website,17854.45,2024-12-17
6d3ee1dc-8139-4443-a45b-712eb8225688,Welch-Hogan,Europe,Cristian Santos,BI Booster,Inbound Website,20677.83,2025-03-06
722764e6-8c41-461b-a827-a1b9d4a02e53,"Brown, Romero and Collins",Africa,Noah Rhodes,RevOps Tracker,Email Campaign,19770.01,2025-03-14
dc8aee30-be60-43f7-a8be-9288e5af6e39,Johnson-Wood,North America,Gina Moore,DataViz Suite,Inbound Website,18256.96,2024-07-20
c074718e-425a-409f-b337-c59979844388,Jones-Lin,Africa,Allison Hill,DataViz Suite,Referral,13423.65,2025-01-18
46fde062-a33d-47af-9701-410d3f4b1a70,Gilbert PLC,Asia,Allison Hill,BI Booster,Inbound Website,18794.85,2025-06-19
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Ford-Spencer,Africa,Connie Lawrence,DataViz Suite,Inbound Website,11135.87,2025-03-09
709b7d97-464c-44af-bd3f-3799a07295e9,"Huang, Cole and Pacheco",Asia,Daniel Wagner,BI Booster,Inbound Website,13815.91,2025-02-05
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,"Lopez, Jacobs and Mason",Africa,Noah Rhodes,Analytics Pro,Webinar,12573.18,2024-10-29
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Hayes LLC,Africa,Allison Hill,RevOps Tracker,Referral,15409.37,2025-03-15
269cd696-236c-4b87-94a0-bccb8a476a87,"Miller, Lucas and Williams",Europe,Allison Hill,BI Booster,Inbound Website,26573.29,2024-11-03
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,"Kim, Gonzales and Mills",Europe,Daniel Wagner,BI Booster,Referral,5663.67,2025-01-12
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Cox LLC,Asia,Daniel Wagner,BI Booster,Referral,18431.3,2024-10-12
7746d0ba-8ae8-405b-94b4-a48268586eba,Ortiz-Morgan,Europe,Allison Hill,DataViz Suite,Referral,6936.42,2025-05-17
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,"Williams, Mccoy and Cook",North America,Angie Henderson,BI Booster,Email Campaign,12640.34,2025-05-18
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Davis-Gregory,North America,Daniel Wagner,Analytics Pro,Inbound Website,20444.75,2025-04-01
05000bc6-b20d-4b6e-b231-1f1795863a76,King-York,Asia,Angie Henderson,DataViz Suite,Webinar,15321.4,2024-12-13
9360715f-c3fe-4183-a172-b725db52ca58,"Marks, Cook and Aguilar",North America,Gina Moore,RevOps Tracker,Webinar,9611.28,2024-11-01
f1578470-0182-47c4-ba1b-58066160a6b4,Rangel LLC,North America,Noah Rhodes,Analytics Pro,Webinar,11423.48,2025-01-01
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,"Hale, Myers and Larson",Africa,Daniel Wagner,BI Booster,Webinar,18397.99,2024-08-06
d5f25073-f414-42b1-a442-9ebbda7b9095,Collins Group,Europe,Gina Moore,Analytics Pro,Inbound Website,11348.17,2025-04-02
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,"Conner, Li and Santiago",North America,Cristian Santos,BI Booster,Webinar,16082.29,2024-08-01
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,"Osborn, Gaines and Davis",North America,Connie Lawrence,Analytics Pro,Referral,15227.86,2024-09-08
45df16b6-382c-443f-bcfc-9b793875394c,"Henderson, Cox and Cox",Europe,Angie Henderson,DataViz Suite,Email Campaign,11742.0,2024-12-26
638c254c-076e-4bba-bc53-08bf6f92f25e,Bean LLC,North America,Noah Rhodes,BI Booster,Cold Call,25719.72,2024-12-17
cc530e36-addc-4e13-ab3b-4d37560c95ee,Lee-Cooke,North America,Angie Henderson,DataViz Suite,Webinar,18169.6,2025-01-13
d72b6108-2a40-4f12-b963-f37f67814c1f,Jones Inc,Europe,Cristian Santos,Analytics Pro,Cold Call,4874.29,2025-01-05
fb10987f-20ac-4703-ab67-146a77a6e17c,"Wise, Conley and Stephenson",Africa,Noah Rhodes,BI Booster,Cold Call,15932.27,2024-09-26
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Stanley PLC,North America,Allison Hill,RevOps Tracker,Cold Call,11691.07,2024-11-18
a9ba5a27-907b-4e36-9786-48f864de82e6,Harper and Sons,Europe,Cristian Santos,RevOps Tracker,Referral,19262.17,2025-03-01
6db99102-a48b-4dbe-957d-94a106f028ff,White Ltd,North America,Abigail Shaffer,BI Booster,Webinar,11037.4,2024-09-02
2e85cb21-7631-4e9d-9de9-f86322bd3388,"Lamb, Martin and Kim",North America,Abigail Shaffer,Analytics Pro,Inbound Website,14426.32,2024-11-07
53cd6268-610c-4373-8299-9aa40cdf742b,Diaz-Ball,Africa,Daniel Wagner,RevOps Tracker,Referral,17524.94,2025-06-08
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Bishop-Goodwin,Asia,Noah Rhodes,BI Booster,Inbound Website,19328.78,2025-04-13
473bd358-610e-4a64-a130-1617c2dff335,Young-Allen,Asia,Daniel Wagner,RevOps Tracker,Webinar,8998.52,2024-11-10
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Mckee-Lee,Europe,Noah Rhodes,BI Booster,Referral,13327.49,2025-04-20
78660765-14f7-4e8d-95bc-b8d04094dded,"Valentine, Joyce and Murray",Asia,Cristian Santos,Analytics Pro,Cold Call,12625.27,2025-06-08
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Strickland-Shaw,Europe,Noah Rhodes,Analytics Pro,Referral,11733.35,2024-11-20
39669fa7-5997-4043-b3b1-025bfff9f585,Burch-Montoya,Asia,Allison Hill,DataViz Suite,Referral,23827.27,2024-12-10
f510ab53-c7fe-439f-9190-f938a66fd7f7,"Taylor, Wright and Davidson",Africa,Connie Lawrence,RevOps Tracker,Webinar,17024.91,2024-08-28
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Spencer-Garcia,Europe,Abigail Shaffer,DataViz Suite,Cold Call,8695.58,2025-04-30
d6d7b3b8-3309-4d35-bf4d-f561f319c125,"Rosales, Mitchell and Hines",Asia,Connie Lawrence,Analytics Pro,Cold Call,19589.31,2024-11-29
3d114802-2702-478b-9f0f-da8d05379ff6,Cole-Palmer,Africa,Noah Rhodes,BI Booster,Email Campaign,25610.78,2025-01-24
1d48a071-ab61-47b1-b93b-4c3220500494,Davis-Lozano,Asia,Connie Lawrence,Analytics Pro,Email Campaign,20162.33,2025-02-12
770c7798-37cc-463b-b2a0-345990604f62,Wilkerson-Arias,North America,Allison Hill,Analytics Pro,Inbound Website,7403.15,2024-08-19
5e6fea07-c453-4f1d-8199-2fdfb31022f0,Brown-Shaw,North America,Abigail Shaffer,BI Booster,Email Campaign,12578.83,2024-11-09
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Hughes Inc,Africa,Gina Moore,DataViz Suite,Webinar,21334.56,2024-10-10
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Walker-Flores,North America,Noah Rhodes,RevOps Tracker,Referral,11461.65,2025-01-06
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Combs Ltd,North America,Abigail Shaffer,Analytics Pro,Cold Call,17219.1,2024-08-25
edcb8cb6-0692-4c63-9424-aed51bac5c15,Moody-Taylor,Europe,Connie Lawrence,Analytics Pro,Referral,18873.17,2024-10-20
e87466d7-ad66-41bd-9367-6a024fdc6e1b,Lowery-Kennedy,Asia,Gina Moore,RevOps Tracker,Webinar,10365.35,2024-12-30
f1043785-658b-4523-a014-1de9f54ad0a2,Blake Group,Europe,Angie Henderson,Analytics Pro,Referral,14702.37,2024-10-13
9793b9b4-1374-4146-b2c5-bd89b70b3420,Gilbert-Bullock,Asia,Abigail Shaffer,RevOps Tracker,Cold Call,1000.0,2024-09-01
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Scott and Sons,North America,Angie Henderson,RevOps Tracker,Email Campaign,9878.06,2024-08-15
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,"Bentley, Lynch and Henderson",Europe,Cristian Santos,RevOps Tracker,Inbound Website,13737.16,2024-07-28
ce3714af-99b4-4350-af2b-99b4d9acd158,Young-Martinez,Asia,Gina Moore,BI Booster,Cold Call,8761.08,2024-10-29
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Barnes PLC,Asia,Gina Moore,DataViz Suite,Cold Call,23162.06,2024-12-05
8861fe18-58e2-4888-8a83-81bec85aca46,Brown-Copeland,Europe,Abigail Shaffer,DataViz Suite,Cold Call,7849.29,2025-06-09
11a72609-5edd-4bbf-a959-76636daa2e68,Carlson-Smith,Africa,Cristian Santos,BI Booster,Cold Call,12799.78,2025-03-04
033d2bce-575a-4d2c-a5c5-650c8186a576,"Andrews, Higgins and Carter",Asia,Connie Lawrence,DataViz Suite,Webinar,15653.7,2024-12-18
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Mendez and Sons,North America,Daniel Wagner,DataViz Suite,Cold Call,22206.37,2024-10-13
5cb85aed-f5f6-4c97-aefb-63b11b049863,"Butler, Beck and Miller",Asia,Noah Rhodes,DataViz Suite,Referral,7820.69,2025-06-10
75b17a55-d426-4982-a43e-4288a2b5b498,Jones-Fox,North America,Cristian Santos,Analytics Pro,Webinar,20815.82,2025-06-24
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,"Hartman, Romero and Smith",Europe,Gina Moore,BI Booster,Email Campaign,15051.17,2024-09-09
a6846099-f729-4951-8591-31d2bbda0242,Williams-Hughes,Asia,Daniel Wagner,DataViz Suite,Referral,10092.46,2025-05-20
eb6c1016-cee6-44d0-9dac-6e8345241ea6,King-Smith,North America,Gina Moore,BI Booster,Referral,17310.52,2024-11-13
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Cooper Ltd,North America,Abigail Shaffer,DataViz Suite,Referral,15995.3,2025-07-06
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,"Fuller, Ingram and Moss",Europe,Connie Lawrence,DataViz Suite,Referral,11998.92,2025-02-18
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Anderson-Bell,Asia,Allison Hill,BI Booster,Webinar,15349.01,2025-04-15
4767d76c-162f-4a24-af43-613cd4aac9a3,Li-Thompson,Asia,Gina Moore,RevOps Tracker,Email Campaign,13073.43,2024-11-07
c01f36bf-3e6d-458b-b367-c28de1b294de,"Marshall, Dominguez and Welch",Europe,Connie Lawrence,BI Booster,Email Campaign,15567.59,2024-09-20
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Brown Group,Asia,Angie Henderson,RevOps Tracker,Cold Call,18310.65,2025-05-01
7e8adee7-0758-4201-961e-16d16105716b,Carter Inc,Europe,Gina Moore,Analytics Pro,Inbound Website,22930.08,2024-09-08
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Blackwell LLC,Asia,Daniel Wagner,BI Booster,Webinar,8810.92,2025-01-18
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Robertson-Hays,Africa,Connie Lawrence,RevOps Tracker,Email Campaign,25665.17,2025-01-24
989d9d4a-e15c-4666-8797-b2c957207246,"Kennedy, Johnson and Lucas",Asia,Cristian Santos,DataViz Suite,Webinar,5239.56,2025-01-06
8e485223-46b9-4991-a14e-b70db380c73a,Kelly-Norman,North America,Connie Lawrence,Analytics Pro,Webinar,14241.07,2025-01-18
30e912f2-f2b4-4abf-8441-aefd0299436a,"Rivera, Martinez and Richardson",North America,Cristian Santos,BI Booster,Cold Call,17941.59,2025-06-15
680bac63-b856-4035-bdc9-829015eabb27,Paul-Kline,Africa,Cristian Santos,RevOps Tracker,Email Campaign,16404.96,2024-11-05
3d85de89-c217-4429-8e20-07247d137018,Morgan-Lopez,Asia,Allison Hill,RevOps Tracker,Inbound Website,11886.5,2025-01-18
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,"Jimenez, Glass and Stone",North America,Daniel Wagner,BI Booster,Inbound Website,13959.39,2024-07-18
046a0df5-cafd-4613-b2bb-912d7da67785,Acosta Inc,North America,Noah Rhodes,RevOps Tracker,Inbound Website,12535.0,2024-08-12
6786d506-38ba-4abc-8b53-05e517d2582e,Morrison-Short,Asia,Daniel Wagner,BI Booster,Referral,12053.18,2024-12-08
a9f948b2-4e63-44bb-be49-3f43b118f68d,"Carter, Garcia and Murphy",Europe,Abigail Shaffer,RevOps Tracker,Email Campaign,19248.01,2025-01-21
8db06746-7927-4973-9e78-1fd794e0d3ba,Parker-Morrison,Asia,Gina Moore,DataViz Suite,Referral,16785.08,2025-01-02
ff233d5f-6ced-415d-9800-7c0287ea7ff5,Jackson-Wallace,Europe,Daniel Wagner,BI Booster,Referral,11535.45,2024-10-10
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Williams-Berg,Africa,Gina Moore,BI Booster,Referral,19498.0,2024-09-30
4e7ed827-455a-4762-b428-a656b3ee4d3b,Mendez-Graham,Africa,Gina Moore,Analytics Pro,Cold Call,16536.5,2025-02-20
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,"Whitney, Gould and Jones",North America,Gina Moore,DataViz Suite,Cold Call,19064.31,2024-11-23
be2d740a-1e9b-43bc-90c7-c006314d3441,"Sullivan, Palmer and Brady",North America,Allison Hill,BI Booster,Webinar,18148.14,2024-07-27
